Número de trade;Instrumento;Cuenta;Estrategia;Mercado pos.;Cant.;Precio de entrada;Precio de salida;Tiempo de entrada;Tiempo de salida;Nombre de entrada;Nombre de salida;Ganancias;Con ganancia neto;Comisión;MAE;MFE;ETD;Barras;
206;MNQ 12-25;PAAPEX4193400000001;;Long;1;25616,50;25626,00;11/12/2025 19:05:14;11/12/2025 19:16:14;;;17,96 $;888,46 $;1,04 $;19,00 $;19,00 $;1,04 $;0;
207;MNQ 12-25;PAAPEX4193400000001;;Long;1;25641,50;25616,50;11/12/2025 19:21:28;11/12/2025 19:23:21;;;-51,04 $;837,42 $;1,04 $;50,00 $;50,00 $;101,04 $;0;
208;MNQ 12-25;PAAPEX4193400000001;;Long;1;25625,50;25612,75;11/12/2025 19:24:10;11/12/2025 19:26:52;;;-26,54 $;810,88 $;1,04 $;25,50 $;25,50 $;52,04 $;0;
209;MNQ 12-25;PAAPEX4193400000001;;Long;1;25623,75;25621,75;11/12/2025 19:27:54;11/12/2025 19:34:03;;;-5,04 $;805,84 $;1,04 $;4,00 $;4,00 $;9,04 $;0;
210;MNQ 12-25;PAAPEX4193400000001;;Long;1;25617,50;25620,00;11/12/2025 19:28:35;11/12/2025 19:34:31;;;3,96 $;809,80 $;1,04 $;5,00 $;5,00 $;1,04 $;0;
211;MNQ 12-25;PAAPEX4193400000001;;Long;1;25646,75;25658,75;11/12/2025 19:36:05;11/12/2025 19:51:09;;;22,96 $;832,76 $;1,04 $;24,00 $;24,00 $;1,04 $;0;
212;MNQ 12-25;PAAPEX4193400000001;;Long;1;25645,75;25648,00;11/12/2025 19:55:07;11/12/2025 20:06:29;;;3,46 $;836,22 $;1,04 $;4,50 $;4,50 $;1,04 $;0;
213;MNQ 12-25;Sim101;MINIMonarcaBandCubierta;Long;1;25674,25;25649,25;12/12/2025 0:38:39;12/12/2025 1:09:59;Entry;Stop1;-51,22 $;785,00 $;1,22 $;57,00 $;38,00 $;89,22 $;0;
214;MNQ 12-25;PAAPEX4193400000001;;Long;1;25670,25;25657,00;12/12/2025 9:17:25;12/12/2025 9:46:34;;;-27,54 $;757,46 $;1,04 $;26,50 $;26,50 $;54,04 $;0;
215;MNQ 12-25;PAAPEX4193400000001;;Long;1;25676,50;25656,25;12/12/2025 9:37:44;12/12/2025 9:46:38;;;-41,54 $;715,92 $;1,04 $;40,50 $;40,50 $;82,04 $;0;
216;MNQ 12-25;PAAPEX4193400000001;;Long;1;25668,00;25648,25;12/12/2025 9:44:26;12/12/2025 10:08:50;;;-40,54 $;675,38 $;1,04 $;39,50 $;39,50 $;80,04 $;0;
217;MNQ 12-25;PAAPEX4193400000001;;Long;1;25654,75;25648,25;12/12/2025 9:47:17;12/12/2025 10:08:50;;;-14,04 $;661,34 $;1,04 $;13,00 $;13,00 $;27,04 $;0;
218;MNQ 12-25;PAAPEX4193400000001;;Long;1;25653,75;25648,25;12/12/2025 10:07:30;12/12/2025 10:08:50;;;-12,04 $;649,30 $;1,04 $;11,00 $;11,00 $;23,04 $;0;
219;MNQ 12-25;PAAPEX4193400000001;;Long;1;25652,25;25648,25;12/12/2025 10:08:43;12/12/2025 10:08:50;;;-9,04 $;640,26 $;1,04 $;8,00 $;8,00 $;17,04 $;0;
220;MNQ 12-25;PAAPEX4193400000001;;Long;1;25559,50;25517,25;12/12/2025 15:44:14;12/12/2025 15:48:01;;;-85,54 $;554,72 $;1,04 $;84,50 $;84,50 $;170,04 $;0;
221;MNQ 12-25;PAAPEX4193400000001;;Long;1;25546,75;25517,25;12/12/2025 15:45:14;12/12/2025 15:48:01;;;-60,04 $;494,68 $;1,04 $;59,00 $;59,00 $;119,04 $;0;
222;MNQ 12-25;PAAPEX4193400000001;;Long;1;25541,50;25517,25;12/12/2025 15:47:14;12/12/2025 15:48:01;;;-49,54 $;445,14 $;1,04 $;48,50 $;48,50 $;98,04 $;0;
223;MNQ 12-25;PAAPEX4193400000001;;Long;1;25533,50;25505,50;12/12/2025 15:47:53;12/12/2025 15:48:35;;;-57,04 $;388,10 $;1,04 $;56,00 $;56,00 $;113,04 $;0;
224;MNQ 12-25;PAAPEX4193400000001;;Long;1;25515,75;25549,25;12/12/2025 15:48:42;12/12/2025 15:52:36;;;65,96 $;454,06 $;1,04 $;67,00 $;67,00 $;1,04 $;0;
225;MNQ 12-25;PAAPEX4193400000001;;Long;1;25508,50;25548,00;12/12/2025 15:49:54;12/12/2025 15:53:00;;;77,96 $;532,02 $;1,04 $;79,00 $;79,00 $;1,04 $;0;
226;MNQ 12-25;PAAPEX4193400000001;;Long;1;25214,50;25177,50;12/12/2025 17:29:05;12/12/2025 17:32:09;;;-75,04 $;456,98 $;1,04 $;74,00 $;74,00 $;149,04 $;0;
227;MNQ 12-25;PAAPEX4193400000001;;Long;1;25200,00;25176,75;12/12/2025 17:30:04;12/12/2025 17:32:24;;;-47,54 $;409,44 $;1,04 $;46,50 $;46,50 $;94,04 $;0;
228;MNQ 12-25;PAAPEX4193400000001;;Long;1;25199,50;25176,75;12/12/2025 17:30:10;12/12/2025 17:32:24;;;-46,54 $;362,90 $;1,04 $;45,50 $;45,50 $;92,04 $;0;
229;MNQ 12-25;PAAPEX4193400000001;;Long;1;25184,00;25176,75;12/12/2025 17:31:46;12/12/2025 17:32:24;;;-15,54 $;347,36 $;1,04 $;14,50 $;14,50 $;30,04 $;0;
230;MNQ 12-25;PAAPEX4193400000001;;Long;1;25175,75;25176,75;12/12/2025 17:31:59;12/12/2025 17:32:24;;;0,96 $;348,32 $;1,04 $;2,00 $;2,00 $;1,04 $;0;
231;MNQ 12-25;PAAPEX4193400000001;;Long;1;25166,00;25150,25;12/12/2025 17:34:28;12/12/2025 17:37:36;;;-32,54 $;315,78 $;1,04 $;31,50 $;31,50 $;64,04 $;0;
232;MNQ 12-25;PAAPEX4193400000001;;Long;1;25166,00;25150,25;12/12/2025 17:35:56;12/12/2025 17:37:36;;;-32,54 $;283,24 $;1,04 $;31,50 $;31,50 $;64,04 $;0;
233;MNQ 12-25;PAAPEX4193400000001;;Long;1;25169,00;25215,50;12/12/2025 17:59:36;12/12/2025 18:01:29;;;91,96 $;375,20 $;1,04 $;93,00 $;93,00 $;1,04 $;0;
234;MNQ 12-25;PAAPEX4193400000001;;Long;1;25221,25;25232,75;12/12/2025 18:04:26;12/12/2025 18:09:07;;;21,96 $;397,16 $;1,04 $;23,00 $;23,00 $;1,04 $;0;
235;MNQ 12-25;PAAPEX4193400000001;;Long;2;25286,00;25286,25;12/12/2025 18:18:26;12/12/2025 18:23:18;;;-1,08 $;396,08 $;2,08 $;1,00 $;1,00 $;2,08 $;0;
236;MNQ 12-25;PAAPEX4193400000001;;Long;4;25230,50;25222,25;12/12/2025 21:14:38;12/12/2025 21:15:28;;;-70,16 $;325,92 $;4,16 $;66,00 $;66,00 $;136,16 $;0;
237;MNQ 12-25;PAAPEX4193400000001;;Long;1;25224,25;25235,50;12/12/2025 21:15:36;12/12/2025 21:17:30;;;21,46 $;347,38 $;1,04 $;19,00 $;24,50 $;3,04 $;0;
238;MNQ 12-25;PAAPEX4193400000001;;Long;1;25224,25;25236,50;12/12/2025 21:15:36;12/12/2025 21:21:14;;;23,46 $;370,84 $;1,04 $;19,00 $;24,50 $;1,04 $;0;
239;MNQ 12-25;PAAPEX4193400000001;;Long;2;25224,25;25233,75;12/12/2025 21:15:36;12/12/2025 21:24:14;;;35,92 $;406,76 $;2,08 $;38,00 $;49,00 $;13,08 $;0;
240;NQ 03-26;Sim101;MonarcaBandCubierta;Short;1;25509,75;25501,00;15/12/2025 8:59:26;15/12/2025 9:19:09;Entry;Stop1;170,82 $;577,58 $;4,18 $;175,00 $;465,00 $;294,18 $;0;
241;MNQ 03-26;PAAPEX4193400000001;;Short;1;25495,75;25510,50;15/12/2025 9:18:50;15/12/2025 9:29:16;;;-30,54 $;547,04 $;1,04 $;29,50 $;29,50 $;60,04 $;0;
242;MNQ 03-26;PAAPEX4193400000001;;Short;1;25505,50;25521,00;15/12/2025 9:23:05;15/12/2025 9:33:27;;;-32,04 $;515,00 $;1,04 $;31,00 $;31,00 $;63,04 $;0;
243;MNQ 03-26;PAAPEX4193400000001;;Short;1;25509,25;25521,00;15/12/2025 9:29:06;15/12/2025 9:33:27;;;-24,54 $;490,46 $;1,04 $;23,50 $;23,50 $;48,04 $;0;
244;MNQ 03-26;PAAPEX4193400000001;;Short;1;25610,25;25608,25;15/12/2025 13:57:09;15/12/2025 14:28:59;;;2,96 $;493,42 $;1,04 $;4,00 $;4,00 $;1,04 $;0;
245;MNQ 03-26;PAAPEX4193400000001;;Short;1;25609,25;25608,25;15/12/2025 13:59:09;15/12/2025 14:28:59;;;0,96 $;494,38 $;1,04 $;2,00 $;2,00 $;1,04 $;0;
246;NQ 03-26;Sim101;MonarcaBandCubierta;Short;1;25610,25;25626,00;15/12/2025 14:02:37;15/12/2025 14:45:46;Entry;Stop1;-319,18 $;175,20 $;4,18 $;315,00 $;300,00 $;619,18 $;0;
247;MNQ 03-26;PAAPEX4193400000001;;Short;1;25612,75;25565,75;15/12/2025 15:37:02;15/12/2025 15:39:28;;;92,96 $;268,16 $;1,04 $;94,00 $;94,00 $;1,04 $;0;
248;MNQ 03-26;PAAPEX4193400000001;;Short;1;25612,75;25565,75;15/12/2025 15:37:02;15/12/2025 15:39:29;;;92,96 $;361,12 $;1,04 $;94,00 $;94,00 $;1,04 $;0;
249;NQ 03-26;PAAPEX4193400000001;;Long;1;25431,00;25432,50;15/12/2025 17:07:20;15/12/2025 17:07:51;;;26,90 $;388,02 $;3,10 $;30,00 $;30,00 $;3,10 $;0;
250;NQ 03-26;PAAPEX4193400000001;;Long;1;25429,00;25432,50;15/12/2025 17:07:32;15/12/2025 17:07:51;;;66,90 $;454,92 $;3,10 $;70,00 $;70,00 $;3,10 $;0;
251;MNQ 03-26;PAAPEX4193400000001;;Long;4;25437,00;25415,00;15/12/2025 17:09:52;15/12/2025 17:11:29;;;-180,16 $;274,76 $;4,16 $;176,00 $;176,00 $;356,16 $;0;
252;MNQ 03-26;PAAPEX4193400000001;;Long;4;25418,50;25417,75;15/12/2025 17:11:31;15/12/2025 17:12:17;;;-10,16 $;264,60 $;4,16 $;6,00 $;6,00 $;16,16 $;0;
253;MNQ 03-26;PAAPEX4193400000001;;Long;2;25440,50;25440,50;15/12/2025 17:15:45;15/12/2025 17:16:06;;;-2,08 $;262,52 $;2,08 $;3,00 $;0,00 $;2,08 $;0;
254;MNQ 03-26;PAAPEX4193400000001;;Long;3;25440,50;25439,75;15/12/2025 17:15:45;15/12/2025 17:16:06;;;-7,62 $;254,90 $;3,12 $;4,50 $;0,00 $;7,62 $;0;
255;MNQ 03-26;PAAPEX4193400000001;;Short;1;25412,75;25428,50;15/12/2025 17:52:43;15/12/2025 17:54:22;;;-32,54 $;222,36 $;1,04 $;49,50 $;28,00 $;60,54 $;0;
256;MNQ 03-26;PAAPEX4193400000001;;Short;1;25412,75;25426,75;15/12/2025 17:52:43;15/12/2025 17:54:23;;;-29,04 $;193,32 $;1,04 $;49,50 $;28,00 $;57,04 $;0;
257;MNQ 03-26;PAAPEX4193400000001;;Short;1;25412,75;25437,50;15/12/2025 17:52:43;15/12/2025 17:55:33;;;-50,54 $;142,78 $;1,04 $;49,50 $;28,00 $;78,54 $;0;
258;MNQ 03-26;PAAPEX4193400000001;;Short;1;25412,75;25437,50;15/12/2025 17:52:43;15/12/2025 17:55:33;;;-50,54 $;92,24 $;1,04 $;49,50 $;28,00 $;78,54 $;0;
259;MNQ 03-26;PAAPEX4193400000001;;Short;1;25427,25;25437,50;15/12/2025 17:53:04;15/12/2025 17:55:33;;;-21,54 $;70,70 $;1,04 $;20,50 $;20,50 $;42,04 $;0;
260;MNQ 03-26;PAAPEX4193400000001;;Short;1;25424,50;25437,50;15/12/2025 17:54:19;15/12/2025 17:55:33;;;-27,04 $;43,66 $;1,04 $;26,00 $;26,00 $;53,04 $;0;
261;MNQ 03-26;PAAPEX4193400000001;;Short;1;25421,75;25437,50;15/12/2025 17:54:33;15/12/2025 17:55:33;;;-32,54 $;11,12 $;1,04 $;31,50 $;31,50 $;64,04 $;0;
262;MNQ 03-26;PAAPEX4193400000001;;Short;1;25433,00;25402,50;15/12/2025 17:55:55;15/12/2025 17:56:44;;;59,96 $;71,08 $;1,04 $;32,50 $;70,00 $;10,04 $;0;
263;MNQ 03-26;PAAPEX4193400000001;;Short;1;25433,00;25398,00;15/12/2025 17:55:55;15/12/2025 17:57:03;;;68,96 $;140,04 $;1,04 $;32,50 $;70,00 $;1,04 $;0;
264;MNQ 03-26;PAAPEX4193400000001;;Short;1;25433,00;25405,00;15/12/2025 17:55:55;15/12/2025 18:03:10;;;54,96 $;195,00 $;1,04 $;32,50 $;70,00 $;15,04 $;0;
265;MNQ 03-26;PAAPEX4193400000001;;Short;1;25433,00;25416,75;15/12/2025 17:55:55;15/12/2025 18:06:14;;;31,46 $;226,46 $;1,04 $;32,50 $;70,00 $;38,54 $;0;
266;MNQ 03-26;PAAPEX4193400000001;;Short;1;25404,25;25416,75;15/12/2025 18:04:47;15/12/2025 18:06:14;;;-26,04 $;200,42 $;1,04 $;25,00 $;25,00 $;51,04 $;0;
267;NQ 03-26;PAAPEX4193400000001;;Short;1;25392,25;25375,75;15/12/2025 18:32:10;15/12/2025 18:33:25;;;326,90 $;527,32 $;3,10 $;330,00 $;330,00 $;3,10 $;0;
268;MNQ 03-26;PAAPEX4193400000001;;Short;1;25371,25;25353,00;15/12/2025 18:50:10;15/12/2025 18:53:24;;;35,46 $;562,78 $;1,04 $;36,50 $;36,50 $;1,04 $;0;
269;MNQ 03-26;PAAPEX4193400000001;;Short;1;25362,25;25374,00;15/12/2025 18:56:07;15/12/2025 18:58:32;;;-24,54 $;538,24 $;1,04 $;23,50 $;23,50 $;48,04 $;0;
270;MNQ 03-26;PAAPEX4193400000001;;Short;1;25362,00;25380,00;15/12/2025 18:58:01;15/12/2025 18:59:46;;;-37,04 $;501,20 $;1,04 $;36,00 $;36,00 $;73,04 $;0;
271;MNQ 03-26;PAAPEX4193400000001;;Short;1;25360,75;25376,50;15/12/2025 19:01:46;15/12/2025 19:03:44;;;-32,54 $;468,66 $;1,04 $;31,50 $;31,50 $;64,04 $;0;
272;MNQ 03-26;PAAPEX4193400000001;;Short;1;25362,00;25385,00;15/12/2025 19:02:44;15/12/2025 19:03:58;;;-47,04 $;421,62 $;1,04 $;46,00 $;46,00 $;93,04 $;0;
273;MNQ 03-26;PAAPEX4193400000001;;Short;1;25373,00;25385,75;15/12/2025 19:03:24;15/12/2025 19:04:03;;;-26,54 $;395,08 $;1,04 $;25,50 $;25,50 $;52,04 $;0;
274;MNQ 03-26;PAAPEX4193400000001;;Short;1;25382,25;25400,25;15/12/2025 19:04:25;15/12/2025 19:07:30;;;-37,04 $;358,04 $;1,04 $;36,00 $;36,00 $;73,04 $;0;
275;MNQ 03-26;PAAPEX4193400000001;;Short;1;25390,50;25400,25;15/12/2025 19:06:02;15/12/2025 19:07:30;;;-20,54 $;337,50 $;1,04 $;19,50 $;19,50 $;40,04 $;0;
276;NQ 03-26;Sim101;MonarcaBandCubierta;Short;1;25165,25;25177,75;16/12/2025 9:16:52;16/12/2025 9:27:37;Entry;Stop1;-254,18 $;83,32 $;4,18 $;255,00 $;330,00 $;584,18 $;0;
277;MNQ 03-26;PAAPEX4193400000001;;Long;2;25194,00;25210,50;16/12/2025 9:45:07;16/12/2025 9:49:30;;;63,92 $;147,24 $;2,08 $;66,00 $;66,00 $;2,08 $;0;
278;NQ 03-26;Sim101;Flash88-66;Long;1;25202,50;25219,00;16/12/2025 9:55:47;16/12/2025 10:12:34;Entry;Target1;325,82 $;473,06 $;4,18 $;280,00 $;335,00 $;9,18 $;0;
279;NQ 03-26;PAAPEX4193400000001;;Long;1;25226,50;25233,50;16/12/2025 11:22:50;16/12/2025 11:32:58;;;136,90 $;609,96 $;3,10 $;140,00 $;140,00 $;3,10 $;0;
280;MNQ 03-26;PAAPEX4193400000001;;Long;1;25236,75;25268,00;16/12/2025 11:37:55;16/12/2025 11:47:09;;;61,46 $;671,42 $;1,04 $;62,50 $;62,50 $;1,04 $;0;
281;NQ 03-26;Sim101;MonarcaBandCubierta;Short;1;25225,50;25250,50;16/12/2025 17:26:36;16/12/2025 17:31:58;Entry;Stop1;-504,18 $;167,24 $;4,18 $;505,00 $;255,00 $;759,18 $;0;
282;MNQ 03-26;PAAPEX4193400000001;;Short;1;25230,50;25256,50;16/12/2025 17:42:17;16/12/2025 17:42:48;;;-53,04 $;114,20 $;1,04 $;52,00 $;52,00 $;105,04 $;0;
283;MNQ 03-26;PAAPEX4193400000001;;Short;1;25230,50;25256,50;16/12/2025 17:42:17;16/12/2025 17:42:49;;;-53,04 $;61,16 $;1,04 $;52,00 $;52,00 $;105,04 $;0;
284;MNQ 03-26;PAAPEX4193400000001;;Short;1;25254,00;25275,75;16/12/2025 17:43:04;16/12/2025 17:46:09;;;-44,54 $;16,62 $;1,04 $;43,50 $;43,50 $;88,04 $;0;
285;MNQ 03-26;PAAPEX4193400000001;;Short;1;25254,50;25275,75;16/12/2025 17:44:03;16/12/2025 17:46:09;;;-43,54 $;-26,92 $;1,04 $;42,50 $;42,50 $;86,04 $;0;
286;MNQ 03-26;PAAPEX4193400000001;;Short;1;25260,75;25279,25;16/12/2025 17:47:06;16/12/2025 17:48:47;;;-38,04 $;-64,96 $;1,04 $;37,00 $;37,00 $;75,04 $;0;
287;NQ 03-26;PAAPEX4193400000001;;Short;4;25288,25;25275,50;16/12/2025 18:37:20;16/12/2025 18:38:09;;;1007,60 $;942,64 $;12,40 $;1020,00 $;1020,00 $;12,40 $;0;
288;MNQ 03-26;APEX4193400000012;;Long;1;25347,75;25333,75;16/12/2025 21:06:30;16/12/2025 21:18:07;;;-29,04 $;913,60 $;1,04 $;28,00 $;6,00 $;35,04 $;0;
289;MNQ 03-26;APEX4193400000012;;Long;1;25347,75;25344,75;16/12/2025 21:06:30;16/12/2025 21:20:29;;;-7,04 $;906,56 $;1,04 $;28,00 $;6,00 $;13,04 $;0;
290;MNQ 03-26;APEX4193400000012;;Long;1;25337,25;25369,75;16/12/2025 21:15:20;16/12/2025 21:26:41;;;63,96 $;970,52 $;1,04 $;65,00 $;65,00 $;1,04 $;0;
291;MNQ 03-26;APEX4193400000012;;Long;1;25380,25;25388,75;16/12/2025 21:30:25;16/12/2025 21:31:21;;;15,96 $;986,48 $;1,04 $;17,00 $;17,00 $;1,04 $;0;
292;NQ 03-26;APEX4193400000012;;Long;4;25321,75;25324,50;16/12/2025 22:28:09;16/12/2025 22:31:20;;;207,60 $;1194,08 $;12,40 $;220,00 $;220,00 $;12,40 $;0;
293;MNQ 03-26;APEX4193400000012;;Long;4;25323,25;25332,00;16/12/2025 22:33:00;16/12/2025 22:37:39;;;65,84 $;1259,92 $;4,16 $;70,00 $;70,00 $;4,16 $;0;
294;MNQ 03-26;APEX4193400000012;;Short;1;25395,00;25407,50;17/12/2025 9:08:41;17/12/2025 9:14:54;;;-26,04 $;1233,88 $;1,04 $;25,50 $;25,00 $;51,04 $;0;
295;MNQ 03-26;APEX4193400000012;;Short;4;25395,00;25407,75;17/12/2025 9:08:41;17/12/2025 9:14:54;;;-106,16 $;1127,72 $;4,16 $;102,00 $;100,00 $;206,16 $;0;
296;MNQ 03-26;APEX4193400000012;;Short;1;25405,50;25407,75;17/12/2025 9:15:35;17/12/2025 9:20:33;;;-5,54 $;1122,18 $;1,04 $;4,50 $;4,50 $;10,04 $;0;
297;MNQ 03-26;APEX4193400000012;;Short;1;25412,50;25398,75;17/12/2025 9:16:11;17/12/2025 9:28:44;;;26,46 $;1148,64 $;1,04 $;27,50 $;27,50 $;1,04 $;0;
298;MNQ 03-26;APEX4193400000012;;Short;1;25417,00;25399,50;17/12/2025 9:19:11;17/12/2025 9:28:45;;;33,96 $;1182,60 $;1,04 $;35,00 $;35,00 $;1,04 $;0;
299;MNQ 03-26;APEX4193400000012;;Short;1;25395,50;25415,00;17/12/2025 9:25:41;17/12/2025 9:29:20;;;-40,04 $;1142,56 $;1,04 $;39,00 $;39,00 $;79,04 $;0;
300;MNQ 03-26;APEX4193400000012;;Short;1;25305,00;25319,25;17/12/2025 15:56:27;17/12/2025 15:57:09;;;-29,54 $;1113,02 $;1,04 $;28,50 $;28,50 $;58,04 $;0;
301;MNQ 03-26;APEX4193400000012;;Short;1;25339,00;25322,50;17/12/2025 15:58:02;17/12/2025 15:59:26;;;31,96 $;1144,98 $;1,04 $;33,00 $;33,00 $;1,04 $;0;
302;MNQ 03-26;PAAPEX4193400000001;;Long;4;25337,75;25308,75;17/12/2025 16:06:12;17/12/2025 16:07:00;;;-236,16 $;908,82 $;4,16 $;232,00 $;232,00 $;468,16 $;0;
303;MNQ 03-26;PAAPEX4193400000001;;Long;4;25312,50;25300,75;17/12/2025 16:07:30;17/12/2025 16:08:56;;;-98,16 $;810,66 $;4,16 $;94,00 $;94,00 $;192,16 $;0;
304;MNQ 03-26;APEX4193400000012;;Long;1;25107,50;25087,75;17/12/2025 17:09:54;17/12/2025 17:11:05;;;-40,54 $;770,12 $;1,04 $;65,00 $;39,50 $;80,04 $;0;
305;MNQ 03-26;APEX4193400000012;;Long;1;25107,50;25075,00;17/12/2025 17:09:54;17/12/2025 17:11:37;;;-66,04 $;704,08 $;1,04 $;65,00 $;39,50 $;105,54 $;0;
306;MNQ 03-26;APEX4193400000012;;Long;1;25087,50;25075,00;17/12/2025 17:11:11;17/12/2025 17:11:37;;;-26,04 $;678,04 $;1,04 $;25,00 $;25,00 $;51,04 $;0;
307;MNQ 03-26;PAAPEX4193400000001;;Long;1;25051,75;25039,00;17/12/2025 18:20:32;17/12/2025 18:29:32;;;-26,54 $;651,50 $;1,04 $;25,50 $;25,50 $;52,04 $;0;
308;MNQ 03-26;APEX4193400000012;;Long;1;24992,75;25034,25;17/12/2025 18:16:22;17/12/2025 18:41:55;;;81,96 $;733,46 $;1,04 $;83,00 $;83,00 $;1,04 $;0;
309;MNQ 03-26;APEX4193400000012;;Long;1;25080,00;25031,50;17/12/2025 18:32:29;17/12/2025 18:42:03;;;-98,04 $;635,42 $;1,04 $;97,00 $;97,00 $;195,04 $;0;
310;MNQ 03-26;PAAPEX4193400000001;;Long;1;25040,00;25012,75;17/12/2025 18:22:10;17/12/2025 18:44:34;;;-55,54 $;579,88 $;1,04 $;54,50 $;54,50 $;110,04 $;0;
311;MNQ 03-26;APEX4193400000012;;Long;1;25027,25;25002,25;17/12/2025 18:40:00;17/12/2025 18:45:31;;;-51,04 $;528,84 $;1,04 $;50,00 $;50,00 $;101,04 $;0;
